       76	2018-03-21 07:44:10	1	0	1	0
       82	2018-03-21 08:27:57	1	0	1	0
       57	2018-03-21 08:38:08	1	0	1	0
       13	2018-03-21 08:45:28	1	0	1	0
       60	2018-03-21 08:57:40	1	0	1	0
       62	2018-03-21 09:21:57	1	0	1	0
       78	2018-03-21 09:26:02	1	0	1	0
       35	2018-03-21 09:29:56	1	0	1	0
       71	2018-03-21 09:31:27	1	0	1	0
       80	2018-03-21 09:36:37	1	0	1	0
       38	2018-03-21 09:50:01	1	0	1	0
       50	2018-03-21 10:03:30	1	0	1	0
       36	2018-03-21 12:07:41	1	0	1	0
       62	2018-03-21 17:30:42	1	1	1	0
       60	2018-03-21 17:31:45	1	1	1	0
       78	2018-03-21 17:31:52	1	1	1	0
       82	2018-03-21 17:33:15	1	1	1	0
       76	2018-03-21 17:35:07	1	1	1	0
       71	2018-03-21 17:40:04	1	1	1	0
       80	2018-03-21 17:48:01	1	1	1	0
       57	2018-03-21 18:16:00	1	1	1	0
       13	2018-03-21 18:16:48	1	1	1	0
       36	2018-03-21 20:31:21	1	1	1	0
       50	2018-03-21 20:42:30	1	1	1	0
       38	2018-03-21 21:09:02	1	1	1	0
       35	2018-03-21 21:09:05	1	1	1	0
       65	2018-03-21 23:15:07	1	1	1	0
       79	2018-03-22 07:43:48	1	0	1	0
       76	2018-03-22 08:21:06	1	0	1	0
       82	2018-03-22 08:32:16	1	0	1	0
       18	2018-03-22 08:52:15	1	0	1	0
       57	2018-03-22 08:53:48	1	0	1	0
       78	2018-03-22 08:54:42	1	0	1	0
       60	2018-03-22 08:54:57	1	0	1	0
       13	2018-03-22 08:56:15	1	0	1	0
       38	2018-03-22 09:05:19	1	0	1	0
       62	2018-03-22 09:12:16	1	0	1	0
       71	2018-03-22 09:12:21	1	0	1	0
       80	2018-03-22 09:25:06	1	0	1	0
       26	2018-03-22 09:29:43	1	0	1	0
       35	2018-03-22 09:53:09	1	0	1	0
       65	2018-03-22 09:54:00	1	0	1	0
       50	2018-03-22 10:05:26	1	0	1	0
       36	2018-03-22 10:38:35	1	0	1	0
       59	2018-03-22 10:38:39	1	0	1	0
       62	2018-03-22 17:34:11	1	1	1	0
       78	2018-03-22 17:34:15	1	1	1	0
       60	2018-03-22 17:34:45	1	1	1	0
       82	2018-03-22 17:38:40	1	1	1	0
       26	2018-03-22 17:40:10	1	1	1	0
       76	2018-03-22 17:40:40	1	1	1	0
       80	2018-03-22 17:41:06	1	1	1	0
       50	2018-03-22 17:42:23	1	1	1	0
       79	2018-03-22 18:02:17	1	1	1	0
       18	2018-03-22 18:06:39	1	1	1	0
       71	2018-03-22 18:19:17	1	1	1	0
       57	2018-03-22 18:51:12	1	1	1	0
       36	2018-03-22 20:20:26	1	1	1	0
       38	2018-03-22 20:21:47	1	1	1	0
       65	2018-03-22 21:06:46	1	1	1	0
       59	2018-03-22 21:06:47	1	1	1	0
       35	2018-03-22 21:06:52	1	1	1	0
       79	2018-03-23 07:42:43	1	0	1	0
       82	2018-03-23 08:22:40	1	0	1	0
       26	2018-03-23 08:33:48	1	0	1	0
       57	2018-03-23 08:42:43	1	0	1	0
       76	2018-03-23 08:44:08	1	0	1	0
       62	2018-03-23 08:59:13	1	0	1	0
       60	2018-03-23 08:59:19	1	0	1	0
       13	2018-03-23 09:07:08	1	0	1	0
       50	2018-03-23 09:07:29	1	0	1	0
       71	2018-03-23 09:09:43	1	0	1	0
       80	2018-03-23 09:22:18	1	0	1	0
       78	2018-03-23 09:29:13	1	0	1	0
       36	2018-03-23 09:42:31	1	0	1	0
       18	2018-03-23 09:45:53	1	0	1	0
       38	2018-03-23 10:00:05	1	0	1	0
       35	2018-03-23 10:00:42	1	0	1	0
       76	2018-03-23 17:31:59	1	1	1	0
       60	2018-03-23 17:35:45	1	1	1	0
       71	2018-03-23 17:35:48	1	1	1	0
       78	2018-03-23 17:35:54	1	1	1	0
       62	2018-03-23 17:38:45	1	1	1	0
       13	2018-03-23 17:45:31	1	1	1	0
       35	2018-03-23 17:58:33	1	1	1	0
       26	2018-03-23 18:02:54	1	1	1	0
       82	2018-03-23 18:13:15	1	1	1	0
       80	2018-03-23 18:15:11	1	1	1	0
       79	2018-03-23 18:22:59	1	1	1	0
       18	2018-03-23 18:38:40	1	1	1	0
       57	2018-03-23 19:13:25	1	1	1	0
       36	2018-03-23 20:05:28	1	1	1	0
       65	2018-03-23 21:56:08	1	1	1	0
       50	2018-03-23 22:49:45	1	1	1	0
       38	2018-03-24 02:32:52	1	1	1	0
       54	2018-03-26 08:23:59	1	0	1	0
       82	2018-03-26 08:31:18	1	0	1	0
       76	2018-03-26 08:40:38	1	0	1	0
       18	2018-03-26 08:46:18	1	0	1	0
       13	2018-03-26 08:54:29	1	0	1	0
       57	2018-03-26 08:57:40	1	0	1	0
       59	2018-03-26 09:15:38	1	0	1	0
       71	2018-03-26 09:21:26	1	0	1	0
       81	2018-03-26 09:41:43	1	0	1	0
       35	2018-03-26 09:41:50	1	0	1	0
       38	2018-03-26 09:42:02	1	0	1	0
       65	2018-03-26 10:43:38	1	0	1	0
       36	2018-03-26 10:49:06	1	0	1	0
       54	2018-03-26 17:31:27	1	1	1	0
       76	2018-03-26 17:32:16	1	1	1	0
       60	2018-03-26 17:34:14	1	1	1	0
       71	2018-03-26 17:34:18	1	1	1	0
       82	2018-03-26 17:50:37	1	1	1	0
       57	2018-03-26 18:05:10	1	1	1	0
       59	2018-03-26 18:06:57	1	1	1	0
       13	2018-03-26 18:18:25	1	1	1	0
       18	2018-03-26 18:33:05	1	1	1	0
       81	2018-03-26 18:35:07	1	1	1	0
       35	2018-03-26 18:46:06	1	1	1	0
       65	2018-03-26 18:58:04	1	1	1	0
       38	2018-03-26 20:49:03	1	1	1	0
       65	2018-03-26 23:41:27	1	1	1	0
       36	2018-03-26 23:41:36	1	1	1	0
       65	2018-03-27 07:03:50	1	0	1	0
       82	2018-03-27 08:24:12	1	0	1	0
       76	2018-03-27 08:27:37	1	0	1	0
       54	2018-03-27 08:29:13	1	0	1	0
       79	2018-03-27 08:31:43	1	0	1	0
       57	2018-03-27 08:41:32	1	0	1	0
       60	2018-03-27 08:53:04	1	0	1	0
       62	2018-03-27 09:06:31	1	0	1	0
       13	2018-03-27 09:16:23	1	0	1	0
       59	2018-03-27 09:17:44	1	0	1	0
       81	2018-03-27 09:30:29	1	0	1	0
       38	2018-03-27 09:41:02	1	0	1	0
       78	2018-03-27 11:27:35	1	0	1	0
       54	2018-03-27 17:30:51	1	1	1	0
       62	2018-03-27 17:30:59	1	1	1	0
       60	2018-03-27 17:33:14	1	1	1	0
       78	2018-03-27 17:33:17	1	1	1	0
       76	2018-03-27 17:35:02	1	1	1	0
       13	2018-03-27 17:36:39	1	1	1	0
       82	2018-03-27 17:37:43	1	1	1	0
       57	2018-03-27 17:59:02	1	1	1	0
       65	2018-03-27 18:38:37	1	1	1	0
       79	2018-03-27 18:49:20	1	1	1	0
       59	2018-03-27 19:07:30	1	1	1	0
       38	2018-03-27 20:20:26	1	1	1	0
       81	2018-03-27 20:33:45	1	1	1	0
       18	2018-03-28 07:46:44	1	0	1	0
       79	2018-03-28 08:11:21	1	0	1	0
       54	2018-03-28 08:29:33	1	0	1	0
       57	2018-03-28 08:46:15	1	0	1	0
       13	2018-03-28 08:58:09	1	0	1	0
       71	2018-03-28 09:05:14	1	0	1	0
       38	2018-03-28 09:08:15	1	0	1	0
       82	2018-03-28 09:13:00	1	0	1	0
       62	2018-03-28 09:13:24	1	0	1	0
       26	2018-03-28 09:19:12	1	0	1	0
       65	2018-03-28 09:22:27	1	0	1	0
       81	2018-03-28 09:26:02	1	0	1	0
       78	2018-03-28 09:30:04	1	0	1	0
       59	2018-03-28 09:37:13	1	0	1	0
       35	2018-03-28 09:41:54	1	0	1	0
       76	2018-03-28 10:12:30	1	0	1	0
       36	2018-03-28 10:22:09	1	0	1	0
       62	2018-03-28 17:34:53	1	1	1	0
       60	2018-03-28 17:35:09	1	1	1	0
